Unnamed: 0,ID,Price,Levy,Manufacturer,Model,Prod_year,Category,Leather_interior,Fuel_type,Engine_volume,Turbo,Mileage,Cylinders,Gear_box_type,Drive_wheels,Doors,Wheel,Color,Airbags
13496,45781494,14113,0,FIAT,500 ABARTH,2013,Hatchback,Yes,Petrol,1.4,Turbo,108000,4,Manual,Front,2-3,Left wheel,White,4
13497,45789649,36692,640,BMW,328,2013,Sedan,Yes,Petrol,2.0,Turbo,126400,4,Manual,Rear,4-5,Left wheel,Black,12
13498,45653199,282,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,,311949,6,Automatic,Front,4-5,Left wheel,Silver,12
13499,45325311,14113,629,NISSAN,JUKE,2015,Jeep,No,Petrol,1.6,,80000,4,Tiptronic,Front,4-5,Left wheel,Black,8
13500,45776560,18189,308,TOYOTA,PRIUS C,2015,Hatchback,No,Hybrid,1.5,,107267,4,Automatic,Front,4-5,Left wheel,Red,0
13501,45772673,8781,0,OPEL,VECTRA H,2007,Sedan,No,Diesel,1.9,Turbo,126000,4,Manual,Front,4-5,Left wheel,Black,2
13502,45816056,17876,0,HYUNDAI,ELANTRA,2015,Sedan,No,Petrol,1.8,,95000,4,Automatic,Front,4-5,Left wheel,Silver,6
13503,45776655,31361,0,MERCEDES-BENZ,SPRINTER,2005,Microbus,Yes,Diesel,2.2,Turbo,0,4,Manual,Rear,4-5,Left wheel,White,2
13504,45646664,862,394,TOYOTA,CAMRY,2014,Sedan,Yes,Hybrid,2.5,,130478,4,Automatic,Front,4-5,Left wheel,White,12
13505,45455349,14426,781,TOYOTA,CAMRY,2012,Sedan,Yes,Petrol,2.5,,102000,4,Tiptronic,Front,4-5,Left wheel,Grey,8
13506,45751254,2038,810,HYUNDAI,ELANTRA,2016,Sedan,Yes,Petrol,1.8,,133437,4,Automatic,Front,4-5,Left wheel,Brown,12
13507,45762772,47669,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2.0,,55704,4,Automatic,Front-Rear,4-5,Left wheel,Black,0
13508,45726961,19707,640,SSANGYONG,KORANDO,2013,Jeep,Yes,Diesel,2.0,,173698,4,Automatic,Front,4-5,Left wheel,White,4
13509,45785571,10976,0,SUZUKI,SX4,2012,Sedan,No,Petrol,2.0,,93900,4,Tiptronic,Front,4-5,Left wheel,Silver,4
13510,45122194,80,0,NISSAN,SERENA,2007,Minivan,No,Petrol,2.0,,220000,4,Automatic,Front-Rear,4-5,Left wheel,Black,2
13511,45801879,11290,308,TOYOTA,PRIUS,2014,Sedan,Yes,Hybrid,1.8,,10000,4,Automatic,Front,4-5,Left wheel,Grey,0
13512,45793672,23521,891,HYUNDAI,ELANTRA,2016,Sedan,Yes,Petrol,2.0,,97600,4,Tiptronic,Front,4-5,Left wheel,Black,16
13513,45786017,7840,0,NISSAN,TIIDA,2020,Hatchback,Yes,Petrol,1.5,,116000,4,Automatic,Front,4-5,Right-hand drive,Silver,6
13514,45785791,21953,0,LAND ROVER,LAND ROVER SPORT,2006,Jeep,Yes,Diesel,2.7,,0,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
13515,45649692,5488,394,TOYOTA,CAMRY,2014,Sedan,Yes,Hybrid,2.5,,109798,4,Automatic,Front,4-5,Left wheel,White,12
13516,45645955,18817,0,TOYOTA,PRIUS,2013,Sedan,No,Hybrid,1.8,,169000,4,Automatic,Front,4-5,Left wheel,Silver,0
13517,45770309,4861,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,,128202,6,Automatic,Rear,4-5,Left wheel,Black,12
13518,45770356,22580,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2.0,,50930,4,Automatic,Rear,4-5,Left wheel,Black,12
13519,45810884,12544,1832,MERCEDES-BENZ,SPRINTER,2005,Microbus,No,Diesel,2.2,Turbo,0,5,Manual,Rear,2-3,Left wheel,White,0
13520,45781909,7527,0,BMW,328,1999,Sedan,No,LPG,2.8,,25000,6,Manual,Rear,4-5,Left wheel,Black,6
13521,45792214,6500,0,VOLKSWAGEN,PASSAT,1999,Sedan,Yes,Petrol,1.8,Turbo,3000,4,Manual,Front,4-5,Left wheel,Black,6
13522,45760954,470,753,HYUNDAI,SONATA,2012,Jeep,Yes,Hybrid,2.4,,123862,4,Automatic,Front,4-5,Left wheel,White,0
13523,45813303,392,831,KIA,OPTIMA,2011,Sedan,Yes,Hybrid,2.4,,0,4,Automatic,Front,4-5,Left wheel,Black,12
13524,45547655,26657,1091,MAZDA,MAZDA 6,2016,Sedan,No,Petrol,2.5,,152000,4,Tiptronic,Rear,4-5,Left wheel,Grey,12
13525,45761400,21953,595,FORD,FUSION,2015,Sedan,No,Petrol,1.5,Turbo,28000,4,Automatic,Front,4-5,Left wheel,White,12
13526,45773243,26657,749,CHEVROLET,EQUINOX,2014,Jeep,No,Petrol,2.4,,55000,4,Tiptronic,Front,4-5,Left wheel,White,12
13527,45771217,4547,1850,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,,494317,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
13528,45725908,36065,640,MERCEDES-BENZ,CLA 250 AMG,2013,Sedan,Yes,Petrol,2.0,Turbo,68000,4,Tiptronic,Front,4-5,Left wheel,Red,12
13529,45776862,18503,1528,TOYOTA,HIGHLANDER 2.4,2007,Jeep,No,Petrol,2.4,,119911,4,Automatic,Front,4-5,Left wheel,Silver,8
13530,45660684,4077,753,HYUNDAI,SONATA,2012,Sedan,Yes,Hybrid,2.4,,259934,4,Automatic,Front,4-5,Left wheel,Red,0
13531,45418839,35438,831,CHEVROLET,EQUINOX,2018,Jeep,No,Petrol,1.5,Turbo,9000,4,Tiptronic,Front-Rear,4-5,Left wheel,Black,8
13532,45768243,314,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2.0,,46413,4,Automatic,Front-Rear,4-5,Left wheel,Blue,0
13533,45732853,9252,765,HYUNDAI,SONATA,2015,Sedan,Yes,LPG,2.0,,640791,4,Automatic,Front,4-5,Left wheel,Orange,4
13534,45096154,71817,1360,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,,179000,8,Automatic,Front-Rear,4-5,Left wheel,Black,10
13535,45791836,16151,382,FORD,C-MAX,2015,Hatchback,No,Plug-in Hybrid,2.0,,0,4,Automatic,Front,4-5,Left wheel,Black,0
13536,45756590,470,934,NISSAN,ROGUE,2015,Jeep,Yes,Petrol,2.5,,81685,4,Automatic,Front-Rear,4-5,Left wheel,White,12
13537,45795536,7213,0,BMW,320,1994,Coupe,Yes,Petrol,2.0,,285000,6,Manual,Rear,2-3,Left wheel,Silver,4
13538,45788157,22580,784,CHEVROLET,MALIBU,2017,Sedan,No,Petrol,1.5,Turbo,96000,4,Tiptronic,Front,4-5,Left wheel,Silver,12
13539,45758478,2822,751,HYUNDAI,SONATA,2013,Sedan,Yes,Hybrid,2.4,,141213,4,Automatic,Front,4-5,Left wheel,Silver,0
13540,45802708,15323,836,HYUNDAI,SANTA FE,2010,Jeep,Yes,Diesel,2.0,,200091,4,Automatic,Front,4-5,Left wheel,Silver,4
13541,45791722,18817,0,SUZUKI,GRAND VITARA,2008,Jeep,Yes,Petrol,2.7,,145000,6,Automatic,Front-Rear,4-5,Left wheel,Grey,8
13542,45801787,16894,531,HYUNDAI,ELANTRA,2012,Sedan,Yes,Petrol,1.6,,101682,4,Automatic,Front,4-5,Left wheel,Silver,4
13543,45779376,28225,0,BMW,X5,2009,Jeep,No,Petrol,3.0,Turbo,41000,6,Tiptronic,Front-Rear,4-5,Left wheel,Carnelian red,8
13544,45792225,17249,764,KIA,OPTIMA,2015,Sedan,Yes,Petrol,2.0,,39104,4,Automatic,Front,4-5,Left wheel,Black,4
13545,45629141,282,640,FORD,FUSION,2013,Sedan,Yes,Hybrid,2.0,,174619,4,Automatic,Front,4-5,Left wheel,Grey,0
13546,45814032,17249,0,FORD,MUSTANG,2008,Coupe,No,Petrol,4.6,,129600,8,Manual,Rear,2-3,Left wheel,Blue,4
13547,44587422,17249,0,BMW,320,2005,Sedan,No,Diesel,1.9,,349930,1,Automatic,Rear,4-5,Left wheel,Black,0
13548,45802862,48998,765,HYUNDAI,SANTA FE,2015,Jeep,Yes,Diesel,2.0,,104667,4,Automatic,Front,4-5,Left wheel,Grey,4
13549,45539420,12544,843,TOYOTA,PRIUS,2008,Sedan,No,Petrol,1.5,,358400,4,Automatic,Front,4-5,Left wheel,Red,6
13550,45800273,20385,730,NISSAN,JUKE,2016,Jeep,Yes,Petrol,1.6,,83000,4,Automatic,Front-Rear,4-5,Left wheel,Black,0
13551,45803577,10349,891,HYUNDAI,SONATA,2016,Sedan,Yes,LPG,2.0,,372093,4,Automatic,Front,4-5,Left wheel,Orange,4
13552,45647976,3607,781,TOYOTA,CAMRY,2012,Sedan,Yes,Hybrid,2.5,,156518,4,Automatic,Front,4-5,Left wheel,White,12
13553,45641703,862,394,TOYOTA,CAMRY,2014,Sedan,Yes,Hybrid,2.5,,130478,4,Automatic,Front,4-5,Left wheel,White,12
13554,45732925,9408,836,HYUNDAI,SONATA,2010,Sedan,Yes,Petrol,2.0,,71941,4,Automatic,Front,4-5,Left wheel,Silver,4
13555,45815351,549,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,,138211,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
13556,45738329,22580,0,MERCEDES-BENZ,ML 350,2006,Jeep,Yes,Petrol,3.5,,286000,6,Tiptronic,Front-Rear,4-5,Left wheel,Black,6
13557,45794376,8781,0,HONDA,FIT,2005,Sedan,No,Petrol,1.5,,1000,4,Automatic,Front,4-5,Right-hand drive,Silver,4
13558,45656210,157,585,TOYOTA,PRIUS,2013,Hatchback,Yes,Hybrid,1.8,,169301,4,Automatic,Front,4-5,Left wheel,White,12
13559,45728447,61521,1110,SSANGYONG,REXTON,2017,Jeep,Yes,Diesel,2.2,,65689,4,Automatic,Front,4-5,Left wheel,Black,4
13560,45773767,19444,521,CHEVROLET,VOLT,2011,Sedan,Yes,Plug-in Hybrid,1.4,,159200,4,Automatic,Front,4-5,Left wheel,Black,6
13561,45809252,19930,691,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.3,,14665,4,Automatic,Front,4-5,Left wheel,Black,4
13562,45750744,627,2705,DODGE,AVENGER,2005,Sedan,Yes,Petrol,3.3,,219829,6,Automatic,Front,4-5,Left wheel,Blue,12
13563,45802637,26500,640,HYUNDAI,SANTA FE,2013,Jeep,Yes,Diesel,2.0,,296391,4,Automatic,Front,4-5,Left wheel,Silver,4
13564,45796360,10976,308,TOYOTA,PRIUS,2014,Hatchback,Yes,Hybrid,1.8,,0,4,Variator,Front,4-5,Left wheel,White,6
13565,45803166,10976,891,HYUNDAI,SONATA,2016,Sedan,Yes,LPG,2.0,,438867,4,Automatic,Front,4-5,Left wheel,Orange,4
13566,45655035,314,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,,382746,6,Automatic,Front-Rear,4-5,Left wheel,Silver,12
13567,45646770,627,1018,BMW,328,2011,Sedan,Yes,Petrol,3.0,,241994,6,Automatic,Rear,4-5,Left wheel,White,12
13568,42711205,50,0,NISSAN,TIIDA,2004,Hatchback,No,Petrol,1.5,,19000,4,Automatic,Front,4-5,Right-hand drive,Silver,4
13569,45815400,10663,649,RENAULT,MEGANE,2010,Universal,No,Diesel,1.5,Turbo,176000,4,Manual,Front,4-5,Left wheel,Silver,4
13570,45785967,14113,986,HYUNDAI,ELANTRA,2010,Sedan,Yes,Petrol,2.4,,148800,4,Tiptronic,Front,4-5,Left wheel,Black,4
13571,45337085,16935,0,TOYOTA,PRIUS C,2013,Hatchback,No,Hybrid,1.5,,110000,4,Automatic,Front,4-5,Left wheel,Silver,12
13572,24367759,85702,0,MERCEDES-BENZ,SPRINTER 516,2013,Microbus,Yes,Diesel,2.2,Turbo,225000,6,Manual,Rear,2-3,Left wheel,White,4
13573,45757672,10036,382,FORD,FUSION,2015,Sedan,Yes,Hybrid,2.0,,100747,4,Automatic,Front,4-5,Left wheel,Green,12
13574,45786236,4500,0,ALFA ROMEO,166,2001,Sedan,No,Petrol,2.0,,200000,8,Manual,Front,4-5,Left wheel,Blue,4
13575,45788831,5645,0,CHRYSLER,PT CRUISER PT CRUISER,2003,Universal,No,Petrol,2.0,,175000,4,Automatic,Front,4-5,Right-hand drive,Black,4
13576,45797247,14897,528,HYUNDAI,I30,2014,Hatchback,Yes,Diesel,1.6,,38554,4,Automatic,Front,4-5,Left wheel,Beige,4
13577,45804566,54346,955,JEEP,WRANGLER,2011,Jeep,Yes,Diesel,2.8,,181900,4,Automatic,Front,4-5,Left wheel,Silver,4
13578,45757058,7213,878,TOYOTA,PRIUS,2009,Sedan,Yes,Hybrid,1.8,,281600,4,Automatic,Rear,4-5,Left wheel,White,0
13579,45771375,3607,862,FORD,ESCAPE,2011,Jeep,Yes,Hybrid,2.5,,168966,4,Automatic,Front-Rear,4-5,Left wheel,White,0
13580,45611260,6899,0,TOYOTA,FUN CARGO,2000,Hatchback,No,CNG,1.5,,215000,4,Automatic,Front,4-5,Right-hand drive,Black,8
13581,45794448,37633,0,MERCEDES-BENZ,SPRINTER,2010,Microbus,No,Petrol,2.7,,190000,4,Manual,Rear,2-3,Left wheel,White,2
13582,43643055,11760,490,HONDA,INSIGHT,2011,Hatchback,No,Hybrid,1.3,,116197,4,Automatic,Front,4-5,Left wheel,Black,7
13583,45803084,37320,1017,HYUNDAI,SANTA FE,2017,Jeep,Yes,Diesel,2.0,,73463,4,Automatic,Front,4-5,Left wheel,Grey,4
13584,45803666,23521,765,HYUNDAI,TUCSON,2015,Jeep,Yes,Diesel,2.0,,40644,4,Automatic,Front,4-5,Left wheel,White,4
13585,45801523,13877,531,HYUNDAI,ELANTRA,2012,Sedan,Yes,Petrol,1.6,,185907,4,Automatic,Front,4-5,Left wheel,White,4
13586,45656590,706,761,TOYOTA,PRIUS,2010,Hatchback,Yes,Hybrid,1.8,,73402,4,Automatic,Front,4-5,Left wheel,White,12
13587,45764896,314,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,,132630,6,Automatic,Rear,4-5,Left wheel,Silver,12
13588,45660011,8154,1750,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,,224629,6,Automatic,Front-Rear,4-5,Left wheel,Silver,12
13589,45810119,12570,687,CHEVROLET,LACETTI,2010,Sedan,Yes,Petrol,1.6,,60000,4,Automatic,Front,4-5,Left wheel,Grey,4
13590,45688719,12231,988,TOYOTA,PRIUS,2007,Hatchback,No,Petrol,1.5,,127000,4,Variator,Front,4-5,Left wheel,Black,8
13591,45790799,11917,0,MERCEDES-BENZ,E 320,2000,Sedan,Yes,Diesel,3.2,,1111,6,Tiptronic,Rear,4-5,Left wheel,Blue,10
13592,45764655,3293,832,TOYOTA,TACOMA,2014,Jeep,Yes,Petrol,2.7,,64994,4,Automatic,Rear,4-5,Left wheel,Grey,12
13593,45659035,94,1058,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.5,,224118,6,Automatic,Front-Rear,4-5,Left wheel,White,12
13594,45815564,9408,0,MERCEDES-BENZ,E 240,2000,Sedan,No,Petrol,2.4,,252000,6,Manual,Rear,4-5,Left wheel,Black,4
13595,45043186,22580,0,NISSAN,ROGUE,2012,Jeep,Yes,Petrol,2.5,,115000,4,Automatic,Front-Rear,4-5,Left wheel,Black,6
13596,45810785,12544,0,MITSUBISHI,DELICA,2000,Minivan,Yes,Petrol,3.0,,195000,6,Automatic,Front-Rear,4-5,Right-hand drive,White,2
13597,45786004,14113,1266,TOYOTA,AQUA G,2014,Hatchback,Yes,Hybrid,1.5,,100000,4,Variator,Front,4-5,Right-hand drive,Black,8
13598,45803162,67903,1076,HYUNDAI,SONATA,2020,Sedan,Yes,Petrol,2.0,,2000,4,Automatic,Front,4-5,Left wheel,Grey,4
13599,45212681,11000,521,CHEVROLET,CRUZE,2011,Sedan,Yes,Petrol,1.4,Turbo,161318,4,Automatic,Front,4-5,Left wheel,Carnelian red,12
13600,45774059,188,781,TOYOTA,CAMRY,2012,Jeep,Yes,Hybrid,2.5,,268683,4,Automatic,Front,4-5,Left wheel,Blue,12
13601,45688786,61154,917,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Diesel,3.0,Turbo,146577,6,Tiptronic,Front-Rear,4-5,Left wheel,Black,12
13602,45768350,10663,828,CHEVROLET,MALIBU,2020,Sedan,Yes,Petrol,1.5,,14162,4,Automatic,Front,4-5,Left wheel,Brown,12
13603,45786550,21953,0,VOLKSWAGEN,PASSAT,2013,Sedan,No,LPG,2.5,,47000,5,Tiptronic,Front,4-5,Left wheel,White,6
13604,45726713,24709,707,SSANGYONG,KORANDO,2011,Jeep,Yes,Diesel,2.0,,71500,4,Automatic,Front,4-5,Left wheel,Silver,4
13605,45810164,13093,761,CHEVROLET,LACETTI,2010,Sedan,Yes,Petrol,1.8,,163862,4,Automatic,Front,4-5,Left wheel,Grey,4
13606,45792663,7997,0,PEUGEOT,807,2003,Minivan,No,Diesel,2.2,Turbo,187000,4,Manual,Front,4-5,Left wheel,Black,16
13607,45796790,11604,0,NISSAN,SKYLINE,2006,Sedan,Yes,Petrol,2.5,,150000,6,Tiptronic,Rear,4-5,Right-hand drive,Blue,8
13608,45796572,11447,530,FORD,FIESTA,2013,Hatchback,Yes,Petrol,1.6,,74000,4,Tiptronic,Front,4-5,Left wheel,Silver,12
13609,44753853,18189,586,TOYOTA,PRIUS,2012,Sedan,Yes,Hybrid,1.8,,68000,4,Automatic,Front,4-5,Left wheel,Silver,12
13610,45617940,627,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,,134904,6,Automatic,Front-Rear,4-5,Left wheel,Grey,12
13611,45757145,19130,0,FORD,TRANSIT,2003,Goods wagon,No,Diesel,2.5,Turbo,144325,4,Manual,Rear,4-5,Left wheel,White,2
13612,45795320,6272,0,OPEL,ASTRA,2000,Goods wagon,No,CNG,1.6,,274000,4,Manual,Front,4-5,Left wheel,Black,0
13613,45788921,1400,0,MERCEDES-BENZ,190,1990,Sedan,No,Petrol,2.0,,237065,4,Manual,Front,4-5,Left wheel,Silver,0
13614,45798660,23834,0,TOYOTA,PRIUS,2014,Hatchback,No,Plug-in Hybrid,1.8,,123000,4,Automatic,Front,4-5,Left wheel,White,12
13615,45788588,20071,0,TOYOTA,PRIUS C 80 ORIGINAL,2014,Hatchback,No,Petrol,1.5,,80011,4,Automatic,Front,4-5,Left wheel,Grey,8
13616,45773631,18189,0,TOYOTA,PRIUS,2010,Sedan,No,Hybrid,1.8,,139200,4,Automatic,Front,4-5,Left wheel,Black,6
13617,45653475,1803,574,HONDA,INSIGHT,2010,Hatchback,Yes,Hybrid,1.3,,187312,4,Automatic,Front,4-5,Left wheel,Blue,0
13618,45807008,251,915,JEEP,GRAND CHEROKEE,2014,Jeep,Yes,Diesel,3.0,,242083,6,Automatic,Front-Rear,4-5,Left wheel,White,12
13619,45535697,28852,0,TOYOTA,CAMRY,2014,Sedan,Yes,Petrol,2.5,,200000,4,Automatic,Front,4-5,Left wheel,Black,8
13620,45804266,46022,765,JEEP,CHEROKEE,2015,Jeep,Yes,Diesel,2.0,,164698,4,Automatic,Front,4-5,Left wheel,Beige,4
13621,45770102,37633,1426,TOYOTA,LAND CRUISER PRADO,2018,Jeep,No,Petrol,2.7,,177000,4,Automatic,Front-Rear,4-5,Left wheel,Black,2
13622,45809009,57526,1080,CHEVROLET,CAMARO,2014,Cabriolet,Yes,Petrol,3.6,,34481,4,Automatic,Front,4-5,Left wheel,Yellow,4
13623,45733150,17484,707,HYUNDAI,SONATA,2011,Sedan,Yes,Petrol,2.0,,164861,4,Automatic,Front,4-5,Left wheel,Black,4
13624,45645408,157,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,,220323,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
13625,45760385,188,333,SUBARU,XV,2014,Jeep,Yes,Hybrid,2.0,,0,4,Automatic,Front-Rear,4-5,Left wheel,Silver,0
13626,45770314,29793,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,,219030,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
13627,45733268,12544,765,HYUNDAI,SONATA,2015,Sedan,Yes,LPG,2.0,,533571,4,Automatic,Front,4-5,Left wheel,Orange,4
13628,45782433,4704,1441,OPEL,COMBO,2001,Goods wagon,No,Diesel,1.7,,200000,4,Manual,Rear,2-3,Left wheel,White,2
13629,45801656,19416,583,HYUNDAI,ELANTRA,2011,Sedan,Yes,Petrol,1.6,,132749,4,Automatic,Front,4-5,Left wheel,Silver,4
13630,45805067,23101,642,HYUNDAI,TUCSON,2012,Jeep,Yes,Diesel,2.0,,151481,4,Automatic,Front,4-5,Left wheel,Silver,4
13631,45761328,81539,1935,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,,155976,8,Automatic,Front-Rear,4-5,Left wheel,White,0
13632,45655516,157,585,TOYOTA,PRIUS,2013,Hatchback,Yes,Hybrid,1.8,,169301,4,Automatic,Front,4-5,Left wheel,White,12
13633,45766352,941,1935,TOYOTA,TUNDRA,2016,Jeep,Yes,Petrol,4.6,,254805,8,Automatic,Front-Rear,4-5,Left wheel,White,12
13634,45321534,15681,749,KIA,OPTIMA,2014,Sedan,No,Petrol,2.4,,136984,4,Tiptronic,Front,4-5,Left wheel,White,6
13635,45810413,12980,642,CHEVROLET,ORLANDO,2012,Jeep,Yes,Diesel,2.0,,230000,4,Automatic,Front,4-5,Left wheel,Silver,4
13636,45805069,22934,642,HYUNDAI,TUCSON,2012,Jeep,Yes,Diesel,2.0,,124000,4,Automatic,Front,4-5,Left wheel,Silver,4
13637,45751245,627,761,HONDA,CIVIC,2010,Sedan,Yes,Petrol,1.8,,215533,4,Automatic,Front,4-5,Left wheel,Grey,12
13638,45787901,18189,0,INFINITI,G35 X,2008,Sedan,Yes,LPG,3.5,,140800,6,Tiptronic,Front-Rear,4-5,Left wheel,Black,12
13639,45719666,17876,0,FIAT,500,2013,Coupe,Yes,Petrol,1.4,Turbo,50000,4,Manual,Front,2-3,Left wheel,White,8
13640,45793543,7213,503,TOYOTA,PRIUS C,2012,Sedan,No,Hybrid,1.5,,148233,4,Variator,Front,4-5,Left wheel,White,12
13641,45653526,4861,308,HONDA,CIVIC,2015,Jeep,Yes,Hybrid,1.5,,49272,4,Automatic,Front,4-5,Left wheel,Blue,0
13642,45757276,16308,1811,LEXUS,GX 470,2010,Jeep,Yes,Petrol,4.6,,357246,8,Automatic,Front-Rear,4-5,Left wheel,Grey,0
13643,45758462,13172,0,HONDA,INSIGHT LX,2011,Hatchback,No,Hybrid,1.3,,198000,4,Variator,Front,4-5,Left wheel,Blue,6
13644,45801653,25089,0,JEEP,PATRIOT 70TH ANNIVERSARY,2011,Jeep,Yes,Petrol,2.4,,184000,4,Manual,Front-Rear,4-5,Left wheel,Black,0
13645,45809929,6398,494,NISSAN,MARCH,2015,Hatchback,Yes,Petrol,1.2,,149734,4,Automatic,Front,4-5,Left wheel,Silver,4
