Unnamed: 0,ID,Price,Levy,MakeModel,Prod_year,Category,Leather_interior,Fuel_type,Mileage,Engine_volume,Cylinders,Gear_box_type,Drive_wheels,Doors,Wheel,Color,Airbags
14774,45808499,862,530,0.0021221427852180044,2013,Hatchback,Yes,Petrol,0,1.6,4,Automatic,Front,4-5,Left wheel,Black,12
16884,45808501,392,640,0.02749374014030141,2013,Jeep,Yes,Petrol,69813,2.0,4,Automatic,Front,4-5,Left wheel,Green,12
4139,45808501,392,640,0.02749374014030141,2013,Jeep,Yes,Petrol,69813,2.0,4,Automatic,Front,4-5,Left wheel,Green,12
5295,45808504,2744,862,0.023542140771322124,2011,Sedan,Yes,Petrol,266819,2.5,4,Automatic,Front,4-5,Left wheel,Black,12
10494,45808506,1411,697,0.021792233074883365,2015,Hatchback,Yes,Petrol,219232,1.8,4,Automatic,Front,4-5,Left wheel,Black,12
16061,45808508,9095,779,0.032068673849561975,2013,Jeep,Yes,Petrol,173000,2.5,4,Variator,Front-Rear,4-5,Left wheel,Blue,6
1886,45808510,4704,751,0.013920853891853789,2013,Sedan,Yes,Petrol,146552,2.4,4,Automatic,Front,4-5,Left wheel,Silver,12
9825,45808524,7840,1426,0.2090334306716343,2018,Sedan,Yes,Petrol,2792,2.7,6,Automatic,Rear,4-5,Left wheel,White,12
16296,45808529,4391,980,0.021430033900580674,2018,Sedan,Yes,Petrol,16574,1.8,4,Automatic,Front,4-5,Left wheel,White,12
17182,45808533,941,831,0.06397140267848152,2011,Jeep,Yes,Petrol,0,2.4,4,Automatic,Front-Rear,4-5,Left wheel,Silver,12
15916,45808537,1411,862,0.044248279797267816,2011,Jeep,Yes,Petrol,135467,2.5,4,Automatic,Front-Rear,4-5,Left wheel,White,12
13333,45808546,5645,749,0.018833282985936294,2014,Jeep,Yes,Petrol,117536,2.4,4,Automatic,Front,4-5,Left wheel,White,12
7900,45808555,1646,586,0.053920484677608835,2012,Sedan,Yes,Petrol,199432,1.8,4,Automatic,Front,4-5,Left wheel,Red,12
16289,45808563,1646,707,0.025908501997113417,2011,Sedan,Yes,Petrol,124958,2.0,4,Automatic,Front-Rear,4-5,Left wheel,White,12
17682,45808564,470,891,0.027291645688584568,2016,Sedan,Yes,Petrol,70414,2.0,4,Automatic,Front-Rear,4-5,Left wheel,White,12
2440,45808565,1646,1172,0.09776034639009164,2011,Sedan,Yes,Petrol,219043,3.5,6,Automatic,Front,4-5,Left wheel,Black,12
13214,45808566,251,1018,0.019542040076528044,2011,Sedan,Yes,Petrol,196069,3.0,6,Automatic,Front-Rear,4-5,Left wheel,White,12
641,45808567,6586,639,0.025908501997113417,2014,Sedan,Yes,Petrol,123640,2.0,4,Automatic,Front-Rear,4-5,Left wheel,Blue,12
13863,45808569,1019,975,0.06869294800792132,2012,Jeep,Yes,Petrol,198744,3.2,6,Automatic,Front-Rear,4-5,Left wheel,White,12
7700,45808570,627,1017,0.1007622931561105,2017,Sedan,Yes,Petrol,69088,2.0,4,Automatic,Front,4-5,Left wheel,Blue,12
16822,45808573,314,707,0.04099003121538616,2011,Sedan,Yes,Petrol,242211,2.0,4,Automatic,Front,4-5,Left wheel,Red,12
7278,45808574,549,586,0.03832947336622697,2012,Hatchback,Yes,Hybrid,297496,1.8,4,Automatic,Front,4-5,Left wheel,Red,12
2845,45808576,392,642,0.05073899909374685,2012,Coupe,Yes,Petrol,171946,2.0,4,Automatic,Front-Rear,2-3,Left wheel,Black,12
17621,45808577,2509,917,0.039681435236464946,2013,Hatchback,Yes,Petrol,158091,3.0,6,Automatic,Front-Rear,4-5,Left wheel,Blue,12
8124,45808578,549,915,0.0429127647433961,2014,Jeep,Yes,Petrol,143392,3.0,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
8991,45808580,3607,831,0.021430033900580674,2017,Sedan,Yes,Petrol,26965,1.6,4,Automatic,Front,4-5,Left wheel,Grey,12
178,45808583,627,915,0.019542040076528044,2014,Sedan,Yes,Petrol,164488,3.0,6,Automatic,Front-Rear,4-5,Left wheel,Silver,12
9486,45808584,6429,1946,0.021464773604537978,2017,Sedan,Yes,Petrol,34483,4.0,8,Automatic,Front-Rear,4-5,Left wheel,Grey,12
12881,45808586,8781,442,0.03832947336622697,2017,Hatchback,Yes,Hybrid,19109,1.8,4,Automatic,Front,4-5,Left wheel,Silver,12
6915,45808587,549,761,0.03213701204981036,2010,Sedan,Yes,Petrol,305237,1.8,4,Automatic,Front,4-5,Left wheel,Silver,12
13826,45808588,3763,900,0.05250078877588695,2015,Sedan,Yes,Petrol,170040,2.4,4,Automatic,Front,4-5,Left wheel,Silver,12
15876,45808589,14426,1077,0.048645655019635484,2019,Sedan,Yes,Petrol,1275,2.0,4,Automatic,Front-Rear,4-5,Left wheel,Silver,12
16977,45808592,1568,831,0.02926073238680227,2011,Jeep,Yes,Petrol,80000,2.4,4,Automatic,Front,4-5,Left wheel,White,12
10224,45808592,1568,831,0.02926073238680227,2011,Jeep,Yes,Petrol,80000,2.4,4,Automatic,Front,4-5,Left wheel,White,12
14618,45808594,4704,0,0.015674822944987076,2008,Sedan,No,Petrol,83294,1.6,4,Manual,Rear,4-5,Left wheel,White,0
5638,45808598,3136,831,0.026183398784949484,2017,Jeep,Yes,Petrol,59974,1.6,4,Automatic,Front,4-5,Left wheel,Red,12
17726,45808601,1960,777,0.04214745074346323,2014,Sedan,Yes,Petrol,0,2.5,4,Automatic,Front,4-5,Left wheel,Black,12
720,45808607,1333,1079,0.04099003121538616,2018,Sedan,Yes,Petrol,107664,2.0,4,Automatic,Front,4-5,Left wheel,Black,12
7570,45808610,21012,308,0.05254509448528178,2015,Hatchback,No,Hybrid,114000,1.5,4,Automatic,Front,4-5,Left wheel,White,12
9574,45808611,7056,1668,0.014948477830362837,2012,Sedan,Yes,Petrol,0,5.7,8,Automatic,Front,4-5,Left wheel,White,12
2486,45808614,6743,1236,0.022518712449233043,2011,Hatchback,No,Hybrid,89421,1.3,4,Automatic,Front,4-5,Right-hand drive,Black,4
10408,45808615,1019,1077,0.06742187762226026,2019,Sedan,Yes,Petrol,33870,2.0,4,Automatic,Rear,4-5,Left wheel,White,12
13689,45808616,2352,1203,0.012727821971604068,2011,Jeep,Yes,Petrol,177376,3.6,6,Automatic,Front,4-5,Left wheel,Black,12
17318,45808619,1960,765,0.06689312925855068,2015,Sedan,Yes,Petrol,116691,2.0,4,Automatic,Front-Rear,4-5,Left wheel,Black,12
5119,45808620,470,640,0.06689312925855068,2013,Sedan,Yes,Petrol,140944,2.0,4,Automatic,Front-Rear,4-5,Left wheel,Grey,12
13228,45808621,627,900,0.008788003893532037,2015,Sedan,Yes,Petrol,101362,2.4,4,Automatic,Front,4-5,Left wheel,Black,12
7903,45808623,5645,1018,0.05289074614842412,2011,Coupe,Yes,Petrol,143950,3.0,6,Automatic,Front-Rear,2-3,Left wheel,Black,12
14973,45808625,3136,1694,0.016289061188869868,2016,Sedan,Yes,Petrol,105427,4.0,6,Automatic,Front,4-5,Left wheel,Brown,12
5264,45808625,3136,1694,0.016289061188869868,2016,Sedan,Yes,Petrol,105427,4.0,6,Automatic,Front,4-5,Left wheel,Brown,12
2427,45808626,5175,919,0.09100419561641997,2012,Sedan,Yes,Petrol,199536,3.0,6,Automatic,Rear,4-5,Left wheel,Silver,12
4828,45808627,6899,1304,0.10903732420367201,2013,Jeep,Yes,Petrol,167034,4.4,8,Automatic,Front-Rear,4-5,Left wheel,Grey,12
2290,45808632,20071,891,0.10659634813546806,2016,Cabriolet,Yes,Petrol,52131,2.0,4,Automatic,Rear,2-3,Left wheel,Black,12
18819,45808633,12858,1053,0.03782576444131172,2014,Jeep,Yes,Petrol,124998,3.5,6,Automatic,Rear,4-5,Left wheel,Black,12
16076,45808636,2038,697,0.1007622931561105,2015,Sedan,Yes,Petrol,80542,1.8,4,Automatic,Front,4-5,Left wheel,Grey,12
19202,45808638,2587,900,0.05250078877588695,2015,Sedan,Yes,Petrol,135410,2.4,4,Automatic,Front,4-5,Left wheel,Black,12
16616,45808641,6586,1325,0.013920853891853789,2019,Sedan,Yes,Petrol,10392,2.5,4,Automatic,Front,4-5,Left wheel,Silver,12
2978,45808643,3607,707,0.04842533481019032,2011,Sedan,Yes,Petrol,169765,2.0,4,Automatic,Front,4-5,Left wheel,Silver,12
16450,45808644,4861,697,0.03213701204981036,2015,Sedan,Yes,Petrol,152630,1.8,4,Automatic,Front,4-5,Left wheel,White,12
694,45808645,5488,1077,0.053920484677608835,2019,Sedan,Yes,Petrol,29496,2.0,4,Automatic,Front,4-5,Left wheel,Black,12
15100,45808646,7213,924,0.012985533514583963,2011,Jeep,Yes,Petrol,108398,2.7,4,Automatic,Front-Rear,4-5,Left wheel,Silver,12
12948,45808647,470,562,0.03935380794146276,2015,Sedan,Yes,Petrol,68235,1.4,4,Automatic,Front,4-5,Left wheel,Carnelian red,12
5359,45808652,1098,1018,0.019542040076528044,2011,Sedan,Yes,Petrol,0,3.0,6,Automatic,Front-Rear,4-5,Left wheel,Silver,12
4915,45808657,8467,1091,0.04214745074346323,2016,Sedan,Yes,Petrol,70066,2.5,4,Automatic,Front,4-5,Left wheel,White,12
4288,45808665,11917,0,0.03832947336622697,2006,Hatchback,No,Hybrid,222000,1.5,4,Automatic,Front,4-5,Left wheel,Blue,10
17969,45808674,1300,0,0.021792233074883365,1994,Hatchback,No,Petrol,555555,3.1597822623683705,4,Manual,Front,4-5,Left wheel,Black,2
11774,45808687,11000,0,0.034751048904104985,2005,Jeep,No,Petrol,180000,2.7,6,Automatic,Front-Rear,4-5,Right-hand drive,White,6
6406,45808689,6900,0,0.021099486456550198,1997,Jeep,No,Petrol,200000,1.7,4,Manual,Front-Rear,2-3,Left wheel,Green,0
1010,45808694,3450,900,0.023044003625012587,2015,Sedan,Yes,Petrol,83099,2.4,4,Automatic,Front,4-5,Left wheel,Black,12
9222,45808698,627,4736,0.03007776994596046,2004,Sedan,Yes,Petrol,256000,2.0,4,Manual,Front-Rear,4-5,Right-hand drive,White,6
15846,45808700,2666,1399,0.017550263484711174,2010,Sedan,Yes,Petrol,241786,3.5,6,Automatic,Front,4-5,Left wheel,White,12
1657,45808703,49864,891,0.06689312925855068,2016,Sedan,Yes,Petrol,32000,3.5108691804093004,4,Tiptronic,Rear,4-5,Left wheel,Black,12
11943,45808704,7840,0,0.03687047292988286,1995,Sedan,No,CNG,554,2.0,4,Manual,Rear,4-5,Left wheel,Blue,2
6164,45808710,46414,1079,0.3672540529654617,2018,Sedan,Yes,Petrol,28840,2.0,4,Automatic,Front-Rear,4-5,Left wheel,Blue,12
12279,45808712,3450,431,0.05291175779545531,2016,Sedan,Yes,Hybrid,234592,2.0,4,Automatic,Front,4-5,Left wheel,Black,12
10246,45808721,2430,919,0.04954694055650656,2012,Jeep,Yes,Diesel,221312,3.0,6,Automatic,Front-Rear,4-5,Left wheel,Blue,12
6186,45808725,4547,1055,0.055940086597522906,2013,Jeep,Yes,Petrol,258784,3.5,6,Automatic,Front-Rear,4-5,Left wheel,Grey,12
16160,45808734,9722,891,0.0661198268049542,2016,Sedan,Yes,Petrol,70195,2.0,4,Automatic,Rear,4-5,Left wheel,White,12
8277,45808737,37633,0,0.1262007854193938,2015,Hatchback,No,Petrol,20000,2.0,4,Tiptronic,Front,4-5,Left wheel,Black,12
10168,45808742,549,761,0.03213701204981036,2010,Sedan,Yes,Petrol,305237,1.8,4,Automatic,Front,4-5,Left wheel,Silver,12
16588,45808743,3763,900,0.05250078877588695,2015,Sedan,Yes,Petrol,170040,2.4,4,Automatic,Front,4-5,Left wheel,Silver,12
7869,45808745,7000,0,0.04024549390796496,1995,Sedan,No,Petrol,0,2.0,4,Manual,Rear,4-5,Left wheel,Blue,6
6179,45808746,1000,0,0.012649514986741852,1995,Sedan,No,Petrol,1300,1.0,4,Manual,Front,2-3,Left wheel,Red,0
7932,45808746,1000,0,0.012649514986741852,1995,Sedan,No,Petrol,1300,1.0,4,Manual,Front,2-3,Left wheel,Red,0
10460,45808747,10349,0,0.029102238780921694,2005,Sedan,No,Petrol,180000,1.3,4,Automatic,Front,4-5,Right-hand drive,Black,4
2099,45808748,1176,779,0.02749374014030141,2013,Jeep,Yes,Petrol,241638,2.5,4,Automatic,Front,4-5,Left wheel,Silver,12
1555,45808749,1568,831,0.02926073238680227,2011,Jeep,Yes,Petrol,80000,2.4,4,Automatic,Front,4-5,Left wheel,White,12
18868,45808755,1882,779,0.03668247574933709,2013,Sedan,Yes,Petrol,184821,2.5,5,Automatic,Front,4-5,Left wheel,White,12
913,45808760,24462,690,0.06163384016379687,2016,Sedan,No,Petrol,73450,2.633151885306975,4,Tiptronic,Front,4-5,Left wheel,White,12
1876,45808762,1333,1079,0.04099003121538616,2018,Sedan,Yes,Petrol,107664,2.0,4,Automatic,Front,4-5,Left wheel,Black,12
